Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Unités légales (en nombre) 2021;Population municipale 2022;Densité de population (historique depuis 1876) 2021;Part construction dans les créations d'ent. 2023
26003;Aleyrac;3;53;7.8;0
26004;Alixan;372;2698;93.5;10
26005;Allan;149;1927;65;12
26006;Allex;236;2633;127.3;11.1
26007;Ambonil;10;102;80.5;0
26008;Ancône;61;1353;854.7;10
26009;Andancette;92;1308;218.9;21.7
26010;Anneyron;270;4152;114.2;18.8
26011;Aouste-sur-Sye;252;2696;147.9;3.7
26012;Arnayon;10;23;0.9;0
26013;Arpavon;14;73;5.5;0
26014;Arthémonay;28;615;108.2;0
26015;Aubenasson;3;76;11.7;N/A - résultat non disponible
26016;Aubres;41;422;20.8;0
26017;Aucelon;0;17;0.6;0
26018;Aulan;0;8;0.9;N/A - résultat non disponible
26019;Aurel;27;262;9.6;50
26020;La Répara-Auriples;24;255;16.6;N/A - résultat non disponible
26021;Autichamp;11;152;22.9;0
26022;Ballons;7;89;5.2;0
26023;Barbières;61;1138;78.7;25
26024;Barcelonne;26;341;42;50
26025;Barnave;25;216;16.3;0
26026;Barret-de-Lioure;10;67;1.8;N/A - résultat non disponible
26027;Barsac;11;152;9.5;0
26028;Bathernay;17;223;39.2;33.3
26030;La Bâtie-des-Fonds;1;4;0.2;0
26031;La Bâtie-Rolland;91;1068;125.9;20
26032;La Baume-Cornillane;26;452;31.4;0
26033;La Baume-de-Transit;67;933;77;11.1
26034;La Baume-d'Hostun;46;594;70;0
26035;Beaufort-sur-Gervanne;59;485;50.2;14.3
26036;Beaumont-en-Diois;17;102;5.8;0
26037;Beaumont-lès-Valence;421;4272;238.6;5.4
26038;Beaumont-Monteux;98;1379;101.6;16.7
26039;Beauregard-Baret;62;902;38.4;0
26040;Beaurières;10;78;3;0
26041;Beausemblant;133;1453;123;0
26042;Beauvallon;60;1638;517.9;13.6
26043;Beauvoisin;14;143;16.2;100
26045;La Bégude-de-Mazenc;187;1739;71.9;7.5
26046;Bellecombe-Tarendol;6;73;5.1;0
26047;Bellegarde-en-Diois;14;94;3.5;0
26048;Bénivay-Ollon;9;76;8.5;N/A - résultat non disponible
26049;Bésayes;90;1309;131.1;6.2
26050;Bésignan;3;79;9.2;0
26051;Bézaudun-sur-Bîne;5;71;3.9;0
26052;Bonlieu-sur-Roubion;25;456;76.7;0
26054;Bouchet;87;1417;122.7;8.3
26055;Boulc;25;162;2.8;0
26056;Bourdeaux;91;682;30;0
26057;Bourg-de-Péage;874;9777;698.6;11
26058;Bourg-lès-Valence;1307;19872;964.6;11.7
26059;Bouvante;20;211;2.5;20
26060;Bouvières;19;149;6;0
26061;Bren;44;680;59.1;7.7
26062;Brette;2;31;2.1;N/A - résultat non disponible
26063;Buis-les-Baronnies;297;2226;66.9;9.1
26064;Chabeuil;649;6860;167.3;5.7
26065;Chabrillan;59;755;42.8;0
26066;Le Chaffal;3;37;3.4;N/A - résultat non disponible
26067;Chalancon;2;59;1.6;N/A - résultat non disponible
26068;Le Chalon;15;200;24.2;20
26069;Chamaloc;10;121;5.7;0
26070;Chamaret;52;527;65.7;20
26071;Chanos-Curson;99;1177;141.6;4.8
26072;Chantemerle-les-Blés;74;1342;86.1;23.8
26073;Chantemerle-lès-Grignan;31;244;24.5;0
26074;La Chapelle-en-Vercors;120;772;16.5;7.7
26075;La Charce;1;24;2.5;N/A - résultat non disponible
26076;Charens;0;31;2.2;0
26077;Charmes-sur-l'Herbasse;65;823;65.7;25
26078;Charols;66;957;129.7;0
26079;Charpey;87;1539;98.9;9.5
26080;Chastel-Arnaud;4;48;3.6;0
26081;Châteaudouble;71;613;34.2;40
26082;Châteauneuf-de-Bordette;9;101;6.7;0
26083;Châteauneuf-de-Galaure;118;1807;100.5;5.6
26084;Châteauneuf-sur-Isère;422;4159;88.6;10.8
26085;Châteauneuf-du-Rhône;234;2807;102.5;2.3
26086;Châtillon-en-Diois;99;659;5.9;6.7
26087;Châtillon-Saint-Jean;106;1299;146.1;13.3
26088;Chatuzange-le-Goubet;475;6375;220.5;13.2
26089;Chaudebonne;4;60;2.9;N/A - résultat non disponible
26090;La Chaudière;7;31;3;0
26091;Chauvac-Laux-Montaux;1;43;1.8;N/A - résultat non disponible
26092;Chavannes;43;770;158.2;10
26093;Clansayes;33;520;36.1;0
26094;Claveyson;60;926;56;5.6
26095;Cléon-d'Andran;138;989;95;16.7
26096;Clérieux;132;1952;147.3;25
26097;Cliousclat;62;612;63.5;0
26098;Cobonne;22;168;15.2;0
26099;Colonzelle;42;528;88.6;33.3
26100;Combovin;28;472;13;14.3
26101;Comps;16;137;11.5;0
26102;Condillac;10;133;14;0
26103;Condorcet;42;506;22.5;42.9
26104;Cornillac;3;90;4.7;0
26105;Cornillon-sur-l'Oule;9;75;5.2;0
26106;La Coucourde;81;1214;106.5;33.3
26107;Crépol;41;527;46.2;0
26108;Crest;989;8712;374.5;2.8
26110;Crozes-Hermitage;26;653;119.5;9.1
26111;Crupies;14;97;7.5;0
26112;Curnier;24;211;25.9;0
26113;Die;664;4796;83.9;10.3
26114;Dieulefit;429;3204;117.8;5.1
26115;Divajeu;52;687;51.2;50
26116;Donzère;381;5981;185.7;9.3
26117;Échevis;7;56;5;N/A - résultat non disponible
26118;Épinouze;118;1527;135.9;5.9
26119;Érôme;61;835;112.1;13.3
26121;Espeluche;96;1137;99.4;0
26122;Espenel;24;189;12.3;0
26123;Establet;3;25;1.7;0
26124;Étoile-sur-Rhône;530;5497;129.1;3.8
26125;Eurre;146;1426;79;10.5
26126;Eygalayes;2;90;5;N/A - résultat non disponible
26127;Eygaliers;14;134;15.9;0
26128;Eygluy-Escoulin;8;60;2.5;0
26129;Eymeux;64;1083;107.8;20
26130;Eyroles;1;22;2.6;0
26131;Eyzahut;15;153;22.8;0
26133;Fay-le-Clos;12;180;38.8;0
26134;Félines-sur-Rimandoule;9;84;10;0
26135;Ferrassières;13;123;4.2;0
26136;Val-Maravel;6;49;2.3;N/A - résultat non disponible
26137;Francillon-sur-Roubion;14;185;17.4;0
26138;La Garde-Adhémar;93;1147;41;11.1
26139;Génissieux;212;2422;270.4;2.8
26140;Geyssans;68;739;66.2;0
26141;Gigors-et-Lozeron;46;219;6.1;0
26142;Glandage;16;115;2.2;0
26143;Le Grand-Serre;72;949;37.3;10
26144;Grane;169;2136;46.1;14.8
26145;Les Granges-Gontardes;46;692;93.5;7.1
26146;Grignan;270;1589;36.6;8.7
26147;Gumiane;1;20;2.2;N/A - résultat non disponible
26148;Hauterives;164;1895;61.8;11.1
26149;Hostun;74;1048;56.4;0
26150;Izon-la-Bruisse;1;12;0.8;N/A - résultat non disponible
26152;Jonchères;2;26;1.5;N/A - résultat non disponible
26153;Laborel;8;114;4.6;0
26154;Lachau;17;221;8.8;0
26155;Lapeyrouse-Mornay;79;1188;104.7;7.1
26156;Larnage;69;1029;115;16.7
26157;La Laupie;52;776;78.7;0
26159;Laval-d'Aix;18;112;5.7;33.3
26160;Laveyron;96;1253;234.2;15
26161;Lemps;2;43;2.9;0
26162;Lens-Lestang;62;885;54;15.4
26163;Léoncel;7;46;1.1;0
26164;Lesches-en-Diois;7;58;2.9;0
26165;Livron-sur-Drôme;665;9272;235.3;13.6
26166;Loriol-sur-Drôme;462;6584;230.9;8.6
26167;Luc-en-Diois;77;589;24.1;8.3
26168;Lus-la-Croix-Haute;74;525;6;14.3
26169;Malataverne;198;2238;133;10.8
26170;Malissard;232;3303;321.6;11.8
26171;Manas;19;178;95.8;0
26172;Manthes;44;678;98.1;15.4
26173;Marches;63;867;78.4;25
26174;Margès;73;1076;111.3;7.7
26175;Marignac-en-Diois;25;226;12.3;0
26176;Marsanne;118;1262;37.2;15
26177;Marsaz;38;690;78.3;0
26178;Menglon;51;538;14.7;0
26179;Mercurol-Veaunes;212;2828;113.6;9.8
26180;Mérindol-les-Oliviers;22;209;22.8;0
26181;Mévouillon;31;239;7.9;0
26182;Mirabel-aux-Baronnies;135;1514;67.4;6.2
26183;Mirabel-et-Blacons;101;1202;68.2;23.1
26185;Mirmande;91;606;22.6;0
26186;Miscon;12;72;5.2;0
26188;Mollans-sur-Ouvèze;116;1055;53.1;9.1
26189;Montauban-sur-l'Ouvèze;15;117;3.7;0
26190;Montaulieu;6;88;6.7;0
26191;Montboucher-sur-Jabron;281;2559;255.8;8.1
26192;Montbrison-sur-Lez;24;269;21.1;0
26193;Montbrun-les-Bains;134;444;13.3;0
26194;Montchenu;38;600;36.9;0
26195;Montclar-sur-Gervanne;20;195;6.5;50
26196;Montéléger;105;1670;180.6;18.2
26197;Montélier;414;4284;173.9;12.1
26198;Montélimar;3749;40356;863;11.1
26199;Montferrand-la-Fare;3;27;2.4;N/A - résultat non disponible
26200;Montfroc;9;101;6.2;0
26201;Montguers;10;44;4.4;0
26202;Montjoux;25;322;17.9;0
26203;Montjoyer;23;277;15.4;0
26204;Montlaur-en-Diois;17;140;14.9;N/A - résultat non disponible
26205;Montmaur-en-Diois;10;95;6.6;33.3
26206;Montmeyran;276;2964;122.8;9.8
26207;Montmiral;39;659;25.2;0
26208;Montoison;147;1935;120.9;20
26209;Montréal-les-Sources;7;25;2.3;N/A - résultat non disponible
26210;Valherbasse;72;1020;23.4;11.8
26211;Montségur-sur-Lauzon;119;1371;75.1;0
26212;Montvendre;90;1283;72.8;15.4
26213;Moras-en-Valloire;38;685;80.1;0
26214;Mornans;8;79;6.8;N/A - résultat non disponible
26215;La Motte-Chalancon;43;400;17.7;0
26216;Saint-Jean-de-Galaure;69;1258;96;11.8
26217;La Motte-Fanjas;19;197;40.6;0
26218;Mours-Saint-Eusèbe;326;3404;642.3;13.2
26220;Nyons;733;6794;288.7;8.2
26221;Omblèze;4;60;1.4;0
26222;Orcinas;3;39;7.2;N/A - résultat non disponible
26223;Oriol-en-Royans;34;513;32.4;10
26224;Ourches;29;286;30.6;0
26225;Parnans;39;701;62.9;0
26226;Le Pègue;22;363;32.7;20
26227;Pelonne;2;25;9.4;0
26228;Pennes-le-Sec;4;22;3;0
26229;La Penne-sur-l'Ouvèze;9;89;13;N/A - résultat non disponible
26231;Peyrins;228;2630;104.7;11.4
26232;Peyrus;51;576;54.9;0
26233;Piégon;18;240;23.6;50
26234;Piégros-la-Clastre;89;883;35.9;25
26235;Pierrelatte;986;13909;278.4;4.3
26236;Pierrelongue;21;228;43.7;20
26238;Les Pilles;21;225;39.7;0
26239;Plaisians;19;214;7.2;0
26240;Plan-de-Baix;26;164;8.2;0
26241;Le Poët-Célard;17;147;17;0
26242;Le Poët-en-Percip;3;22;3.1;0
26243;Le Poët-Laval;110;958;30.8;8
26244;Le Poët-Sigillat;8;117;8;0
26245;Pommerol;0;7;0.5;N/A - résultat non disponible
26246;Ponet-et-Saint-Auban;4;143;10.4;0
26247;Ponsas;20;527;194.8;0
26248;Pontaix;17;176;9;0
26249;Pont-de-Barret;109;659;39.9;5.9
26250;Pont-de-l'Isère;306;3683;361.5;9.6
26251;Portes-en-Valdaine;51;455;29.3;18.2
26252;Portes-lès-Valence;674;10369;722.2;6.2
26253;Poyols;12;89;6;0
26254;Pradelle;2;25;1.8;N/A - résultat non disponible
26255;Les Prés;2;28;1.5;N/A - résultat non disponible
26256;Propiac;17;131;12;0
26257;Puygiron;22;447;69.2;0
26258;Puy-Saint-Martin;93;834;73.1;16.7
26259;Ratières;18;275;30.2;0
26261;Réauville;41;394;21.7;0
26262;Recoubeau-Jansac;46;327;23.7;16.7
26263;Reilhanette;19;120;9;N/A - résultat non disponible
26264;Rémuzat;39;317;18.8;0
26266;Rimon-et-Savel;1;22;1.9;N/A - résultat non disponible
26267;Rioms;2;25;2.7;N/A - résultat non disponible
26268;Rochebaudin;14;119;16;0
26269;Rochebrune;3;52;3.3;0
26270;Rochechinard;8;130;13.2;0
26271;La Roche-de-Glun;277;3579;271.9;10.9
26272;Rochefort-en-Valdaine;22;359;28.4;0
26273;Rochefort-Samson;57;1061;42.2;8.3
26274;Rochefourchat;0;2;0.1;N/A - résultat non disponible
26275;Rochegude;129;1677;91.1;4.5
26276;Roche-Saint-Secret-Béconne;43;477;14.3;0
26277;La Roche-sur-Grane;13;190;14.8;0
26278;La Roche-sur-le-Buis;27;288;10.4;0
26279;La Rochette-du-Buis;3;54;5.4;N/A - résultat non disponible
26281;Romans-sur-Isère;2879;33139;994.9;10.8
26282;Romeyer;20;231;5.2;0
26283;Rottier;5;25;2.8;N/A - résultat non disponible
26284;Roussas;32;400;24.4;0
26285;Rousset-les-Vignes;29;275;17.9;20
26286;Roussieux;1;24;2.5;N/A - résultat non disponible
26287;Roynac;35;480;28.2;28.6
26288;Sahune;36;298;18.2;0
26289;Saillans;175;1421;94.7;21.7
26290;Saint-Agnan-en-Vercors;40;365;4.1;14.3
26291;Saint-Andéol;12;83;6.3;0
26292;Saint-Auban-sur-l'Ouvèze;20;204;12.9;N/A - résultat non disponible
26293;Saint-Avit;13;320;36.1;0
26294;Saint-Bardoux;48;599;55.5;9.1
26295;Saint-Barthélemy-de-Vals;113;1852;91.1;12.5
26296;Saint-Benoit-en-Diois;3;34;3;N/A - résultat non disponible
26298;Saint-Christophe-et-le-Laris;21;425;37;0
26299;Sainte-Croix;6;101;9.6;0
26300;Saint-Dizier-en-Diois;5;46;3.4;0
26301;Saint-Donat-sur-l'Herbasse;434;4224;218;11.8
26302;Sainte-Eulalie-en-Royans;42;542;88.4;0
26303;Sainte-Euphémie-sur-Ouvèze;13;72;6.5;0
26304;Saint-Ferréol-Trente-Pas;20;221;11.1;0
26305;Saint-Gervais-sur-Roubion;86;1088;74.4;14.3
26306;Sainte-Jalle;47;326;17.7;50
26307;Saint-Jean-en-Royans;287;2827;99.9;2.6
26308;Saint-Julien-en-Quint;19;163;3.3;0
26309;Saint-Julien-en-Vercors;26;252;13;20
26310;Saint-Laurent-d'Onay;18;157;25;0
26311;Saint-Laurent-en-Royans;103;1383;51;15.4
26312;Saint-Marcel-lès-Sauzet;95;1231;314.1;0
26313;Saint-Marcel-lès-Valence;579;6214;415.4;12.1
26314;Saint-Martin-d'Août;21;389;50.7;50
26315;Saint-Martin-en-Vercors;52;436;15.1;0
26316;Saint-Martin-le-Colonel;13;225;67.6;0
26317;Saint-Maurice-sur-Eygues;59;795;91.2;0
26318;Saint-May;3;31;3.1;0
26319;Saint-Michel-sur-Savasse;35;567;50.7;22.2
26320;Saint-Nazaire-en-Royans;69;821;230.5;37.5
26321;Saint-Nazaire-le-Désert;28;205;4.4;11.1
26322;Saint-Pantaléon-les-Vignes;30;400;48.9;66.7
26323;Saint-Paul-lès-Romans;191;1927;120;6.9
26324;Saint-Paul-Trois-Châteaux;653;8776;397.4;4.1
26325;Saint-Rambert-d'Albon;447;6947;515.5;22.9
26326;Saint-Restitut;122;1450;101.3;5
26327;Saint-Roman;15;231;31.8;20
26328;Saint-Sauveur-en-Diois;3;54;7.5;0
26329;Saint-Sauveur-Gouvernet;10;185;9.4;N/A - résultat non disponible
26330;Saint-Sorlin-en-Valloire;155;2237;84.6;7.7
26331;Saint-Thomas-en-Royans;46;582;115.5;18.2
26332;Saint-Uze;117;2129;208.5;10
26333;Saint-Vallier;280;4083;747.2;21.6
26334;Salettes;21;143;19.6;0
26335;Salles-sous-Bois;20;214;21.9;0
26336;Saou;95;582;13.8;12.5
26337;Saulce-sur-Rhône;165;1882;100.3;17.6
26338;Sauzet;181;1834;95.1;15.4
26339;Savasse;145;1630;71.9;9.5
26340;Séderon;40;236;12;25
26341;Serves-sur-Rhône;42;737;111.7;0
26342;Solérieux;34;311;36.4;25
26343;Souspierre;10;108;20.4;N/A - résultat non disponible
26344;Soyans;36;402;15.5;0
26345;Suze-la-Rousse;175;2067;68.5;12.8
26346;Suze;25;247;16.8;33.3
26347;Tain-l'Hermitage;508;5890;1228.5;9.2
26348;Taulignan;123;1632;47.3;3.2
26349;Tersanne;18;354;37.8;12.5
26350;Teyssières;5;66;2.4;N/A - résultat non disponible
26351;Les Tonils;1;22;2.2;0
26352;La Touche;23;260;31.5;0
26353;Les Tourrettes;63;1084;143.9;25
26355;Triors;31;639;111.7;0
26356;Truinas;14;143;15.6;N/A - résultat non disponible
26357;Tulette;175;2001;85.4;4.5
26358;Upie;144;1532;78;5.6
26359;Vachères-en-Quint;6;35;6.8;N/A - résultat non disponible
26360;Valaurie;96;720;57.2;0
26361;Valdrôme;15;134;3.2;0
26362;Valence;6172;64288;1757.5;8.1
26363;Valouse;7;41;6.3;0
26364;Vassieux-en-Vercors;48;338;6.9;0
26365;Vaunaveys-la-Rochette;75;611;27.2;0
26367;Venterol;62;632;20.6;0
26368;Vercheny;42;450;40.7;0
26369;Verclause;5;67;2.4;0
26370;Vercoiran;13;134;6.9;0
26371;Véronne;7;38;1.9;N/A - résultat non disponible
26372;Vers-sur-Méouge;4;40;2.8;N/A - résultat non disponible
26373;Vesc;24;251;5.9;33.3
26374;Villebois-les-Pins;0;19;1.6;100
26375;Villefranche-le-Château;0;18;2.2;0
26376;Villeperdrix;11;102;3.9;0
26377;Vinsobres;112;1005;28.7;22.2
26378;Volvent;0;36;2.1;N/A - résultat non disponible
26379;Granges-les-Beaumont;68;904;122.1;5.9
26380;Gervans;50;545;166.2;20
26381;Jaillans;75;976;104.3;6.2
26382;Saint-Vincent-la-Commanderie;26;619;44.6;16.7
27001;Aclou;20;345;90.8;0
27002;Acon;38;472;50.9;0
27003;Acquigny;154;1725;95.3;9.5
27004;Aigleville;20;411;128.4;25
27005;Ailly;75;1230;77.8;16.7
27006;Aizier;11;156;65.3;0
27008;Alizay;90;1575;184.7;0
27009;Ambenay;29;551;33.2;0
27010;Amécourt;9;174;29;50
27011;Amfreville-Saint-Amand;62;1200;124.1;30
27012;Amfreville-les-Champs;22;444;68.1;40
27013;Amfreville-sous-les-Monts;21;517;66.9;0
27014;Amfreville-sur-Iton;38;882;158.9;33.3
27015;Andé;56;1324;246.7;11.8
27016;Les Andelys;432;7822;195.4;5.3
27017;Angerville-la-Campagne;92;1404;380.1;11.8
27018;Appeville-Annebault;44;996;74.1;18.8
27019;Armentières-sur-Avre;18;161;26.2;0
27020;Arnières-sur-Iton;79;1651;136.1;5.3
27021;Asnières;23;338;41.4;20
27022;Le Val d'Hazey;223;5156;361.4;14.3
27023;Aulnay-sur-Iton;28;707;463.4;0
27025;Autheuil-Authouillet;60;944;81.1;0
27026;Authevernes;30;466;55.5;0
27027;Les Authieux;20;292;59.3;0
27028;Authou;18;333;113.9;N/A - résultat non disponible
27031;Aviron;41;1098;150;0
27032;Chambois;65;1347;49.7;21.4
27033;Bacquepuis;8;307;60.3;33.3
27034;Bacqueville;30;620;56.7;0
27035;Bailleul-la-Vallée;5;97;21.2;N/A - résultat non disponible
27036;Bâlines;33;545;145.8;25
27037;Barc;63;1168;101.9;22.2
27038;Les Barils;17;270;28.6;0
27039;Barneville-sur-Seine;21;530;58.8;0
27040;Barquet;16;449;32.7;0
27042;Barville;6;85;30.6;100
27043;Les Baux-de-Breteuil;37;686;19.8;20
27044;Les Baux-Sainte-Croix;33;868;50;11.1
27045;Bazincourt-sur-Epte;28;780;71;14.3
27046;Bazoques;15;140;20.6;0
27047;Beaubray;23;338;21.8;0
27048;Beauficel-en-Lyons;12;207;27.4;0
27049;Mesnil-en-Ouche;282;4441;26.9;14.6
27050;Beaumontel;24;634;54.2;0
27051;Beaumont-le-Roger;174;2767;75.9;5.3
27052;Le Bec-Hellouin;38;378;40.8;0
27053;Le Bec-Thomas;9;200;147.1;20
27054;Bémécourt;28;557;33.3;28.6
27055;Bérengeville-la-Campagne;20;330;35.9;0
27056;Bernay;787;9801;400.4;7.9
27057;Bernienville;16;295;37.3;0
27059;Bernouville;17;317;51;0
27061;Berthouville;12;336;43.8;50
27062;Les Monts du Roumois;62;1609;66;15.4
27063;Berville-la-Campagne;15;265;30;0
27064;Berville-sur-Mer;28;680;134.3;0
27065;Beuzeville;317;4697;201.7;8.9
27066;Bézu-la-Forêt;16;289;33.6;33.3
27067;Bézu-Saint-Éloi;107;1616;138.2;11.1
27068;Bois-Anzeray;8;186;15.3;0
27069;Bois-Arnault;32;699;53.8;20
27070;Frenelles-en-Vexin;74;1690;58.6;26.7
27071;Le Bois-Hellain;11;210;65.9;100
27072;Bois-Jérôme-Saint-Ouen;39;744;71.1;0
27073;Bois-le-Roi;57;1234;227.1;5.6
27074;Boisney;25;287;49;0
27075;Bois-Normand-près-Lyre;13;371;21.4;20
27076;Boisset-les-Prévanches;24;489;67.6;11.1
27077;Boissey-le-Châtel;35;877;194.5;11.1
27078;La Boissière;15;261;75.7;0
27079;Boissy-Lamberville;17;379;46;N/A - résultat non disponible
27081;Boncourt;15;186;43.9;0
27082;La Bonneville-sur-Iton;75;2045;511.5;5.9
27083;Bonneville-Aptot;9;261;35.2;50
27085;Flancourt-Crescy-en-Roumois;73;1586;82.5;19
27089;Thénouville;54;1016;76.5;10
27090;Bosroumois;170;3855;286;9.5
27091;Bosgouet;35;776;80.1;25
27094;Bosquentin;3;128;18.3;0
27095;Bosrobert;43;671;73;12.5
27096;Les Bottereaux;17;347;15.5;66.7
27097;Bouafles;27;647;53;0
27098;Bouchevilliers;9;72;17.6;0
27099;Le Boulay-Morin;26;818;148.5;23.1
27100;Boulleville;157;1227;168.6;0
27101;Bouquelon;16;489;43.3;22.2
27102;Bouquetot;50;1049;78.6;12.5
27103;Bourg-Achard;348;4029;325.8;4.9
27104;Bourg-Beaudouin;39;725;133;30
27105;Grand Bourgtheroulde;236;4006;206.3;5.5
27106;Bournainville-Faverolles;25;486;69.8;66.7
27107;Bourneville-Sainte-Croix;73;1297;84.8;11.1
27108;Bourth;89;1166;62.9;5.6
27109;Bray;6;400;67.9;14.3
27110;Brestot;23;636;73.8;37.5
27111;Bretagnolles;13;202;53.4;0
27112;Breteuil;229;4284;77.9;12.5
27113;Brétigny;6;142;26.5;0
27114;Breuilpont;72;1212;98.7;10.5
27115;Breux-sur-Avre;21;336;47.2;0
27116;Brionne;236;4220;251.6;12.8
27117;Broglie;76;1035;125.6;0
27118;Brosville;36;647;88.9;10
27119;Bueil;80;1635;331;16.7
27120;Burey;25;402;74.8;0
27123;Caillouet-Orgeville;32;490;61.6;0
27124;Cailly-sur-Eure;16;223;65.5;20
27125;Calleville;29;661;77.1;0
27126;Campigny;37;1097;103;25
27127;Canappeville;21;704;67.9;33.3
27129;Caorches-Saint-Nicolas;26;603;50.9;0
27130;Capelle-les-Grands;18;426;30.9;0
27132;Caugé;39;817;71.6;7.7
27133;Caumont;73;1132;184.8;25
27134;Cauverville-en-Roumois;11;211;65.1;0
27135;Cesseville;21;443;67.7;0
27136;Chaignes;16;267;41.8;0
27137;Chaise-Dieu-du-Theil;16;207;33.2;0
27138;Chamblac;13;359;17.8;0
27139;Chambord;8;172;12.2;0
27140;Chambray;25;396;47.6;0
27141;Champ-Dolent;4;63;27.2;N/A - résultat non disponible
27142;Champenard;20;304;124.6;0
27144;Champigny-la-Futelaye;19;272;17;20
27146;La Chapelle-Bayvel;18;383;78.1;0
27147;La Chapelle-du-Bois-des-Faulx;29;656;154.5;0
27148;La Chapelle-Gauthier;11;406;24.9;0
27149;La Chapelle-Hareng;8;122;30.5;0
27151;Charleval;118;1703;120.5;14.3
27152;Château-sur-Epte;43;626;128.9;28.6
27153;Chauvincourt-Provemont;13;393;35.5;0
27154;Chavigny-Bailleul;27;580;32.2;12.5
27155;Chennebrun;12;100;35.3;0
27156;Chéronvilliers;24;457;21.5;0
27157;Marbois;68;1307;28.1;6.7
27158;Cierrey;29;808;196;0
27161;Claville;65;1068;60.8;11.1
27162;Collandres-Quincarnon;9;254;30.3;0
27163;Colletot;8;179;43.5;N/A - résultat non disponible
27164;Combon;34;822;50.3;16.7
27165;Conches-en-Ouche;303;4860;293.4;7
27167;Condé-sur-Risle;32;656;67;0
27168;Connelles;11;172;41.7;0
27169;Conteville;54;1032;95.4;18.2
27170;Cormeilles;126;1136;382.3;8.7
27171;Le Cormier;36;361;35.1;28.6
27173;Corneville-la-Fouquetière;4;123;31.1;0
27174;Corneville-sur-Risle;74;1371;103.9;7.7
27176;Coudray;7;217;28;50
27177;Coudres;30;541;35.5;25
27179;Courbépine;36;725;60.3;6.7
27180;Courcelles-sur-Seine;80;2157;391.2;7.7
27181;Courdemanche;23;593;66.3;0
27182;Courteilles;14;177;26.4;0
27183;La Couture-Boussey;135;2301;211.6;4.3
27184;Crasville;1;121;49.8;0
27185;Crestot;20;544;88.6;14.3
27187;Criquebeuf-la-Campagne;14;351;44.4;25
27188;Criquebeuf-sur-Seine;88;1537;103.4;26.7
27189;La Croisille;20;409;77.2;0
27190;Croisy-sur-Eure;17;225;54.4;0
27191;Clef Vallée d'Eure;173;2490;96.4;19.4
27192;Crosville-la-Vieille;42;610;78.4;0
27193;Croth;63;1419;131.1;8.7
27194;Cuverville;10;248;40.4;N/A - résultat non disponible
27196;Les Damps;49;1335;284.2;11.1
27198;Mesnils-sur-Iton;387;6142;49.1;15.9
27199;Dangu;33;542;69.8;10
27200;Dardez;7;131;48.6;0
27201;Daubeuf-la-Campagne;12;245;38.2;0
27202;Daubeuf-près-Vatteville;12;460;40.6;0
27203;Douains;49;456;40.6;8.3
27204;Doudeauville-en-Vexin;12;265;46.2;0
27205;Douville-sur-Andelle;15;414;94.7;0
27206;Droisy;19;459;26.3;0
27207;Drucourt;32;576;48.5;25
27208;Duranville;10;144;31.5;0
27209;Écaquelon;15;608;46.2;0
27210;Écardenville-la-Campagne;36;446;61.5;0
27212;Écauville;5;114;33.1;N/A - résultat non disponible
27213;Vexin-sur-Epte;355;6026;52.3;7.7
27214;Écouis;41;849;63.8;25
27215;Ecquetot;13;388;67.6;33.3
27216;Émalleville;18;465;113.4;0
27217;Émanville;14;544;51.1;12.5
27218;Épaignes;115;1562;59.7;0
27219;Épégard;30;529;120.2;0
27220;Épieds;25;353;71.5;14.3
27222;Épreville-en-Lieuvin;9;199;29.6;0
27224;Épreville-près-le-Neubourg;17;444;58.2;16.7
27226;Étrépagny;243;3677;180.8;16.7
27227;Étréville;26;669;59.2;14.3
27228;Éturqueraye;7;303;45.2;0
27229;Évreux;2886;48335;1787.2;9.8
27230;Ézy-sur-Eure;210;3653;411.3;14.3
27231;Fains;23;423;115.9;0
27232;Farceaux;19;343;45.5;33.3
27233;Fatouville-Grestain;40;710;70;16.7
27234;Fauville;26;317;97;0
27235;Faverolles-la-Campagne;8;154;34;0
27237;Le Favril;12;183;43.9;N/A - résultat non disponible
27238;Ferrières-Haut-Clocher;54;1119;100.2;10
27239;Ferrières-Saint-Hilaire;24;428;42.3;16.7
27240;La Ferrière-sur-Risle;23;201;879.2;0
27241;Feuguerolles;7;169;21;0
27242;Le Fidelaire;31;1016;30;14.3
27243;Fiquefleur-Équainville;33;743;76.5;6.2
27245;Fleury-la-Forêt;23;289;35.5;25
27246;Fleury-sur-Andelle;90;1810;479.7;14.3
27247;Flipou;13;321;46.2;0
27248;Folleville;10;192;31.5;50
27249;Fontaine-Bellenger;42;1089;226.2;18.2
27251;Fontaine-l'Abbé;22;567;42.1;16.7
27252;Fontaine-la-Louvet;22;338;29.3;0
27254;Fontaine-sous-Jouy;57;848;114.9;9.1
27256;La Forêt-du-Parc;23;636;82.4;0
27258;Fort-Moville;42;510;55.6;0
27259;Foucrainville;16;92;17.5;0
27260;Foulbec;42;649;55.4;16.7
27261;Fouqueville;23;443;53.9;16.7
27263;Le Perrey;69;1221;57.4;28.6
27266;Franqueville;10;304;101.7;50
27267;Freneuse-sur-Risle;11;336;41.8;0
27269;Fresne-Cauverville;13;190;31.2;0
27271;Fresney;16;318;50;0
27273;Gadencourt;23;365;95.1;20
27275;Gaillon;369;6785;667.4;11.8
